Open Time,Open,High,Low,Close,Volume,Close Time,Quote Asset Volume,Number of Trades,Taker Buy Base Volume,Taker Buy Quote Volume,Ignore
2023-11-18 03:00:00,36408.1,36424.01,36360.22,36371.81,444.73045,1700279999999,16180477.67130620,25089,207.88416000,7562956.27015230,0
2023-11-18 04:00:00,36371.8,36426.51,36369.45,36369.45,378.50007,1700283599999,13775839.75999540,20728,197.99667000,7205858.49715600,0
2023-11-18 05:00:00,36369.45,36378.65,36303.98,36334.0,629.09574,1700287199999,22862757.37912180,33883,269.30970000,9787132.91285430,0
2023-11-18 06:00:00,36334.01,36361.1,36250.01,36252.0,615.52755,1700290799999,22350527.58640450,30392,238.90543000,8675479.98666500,0
2023-11-18 07:00:00,36251.99,36428.0,36178.58,36417.16,1191.24433,1700294399999,43265058.27238300,41466,628.67499000,22834722.23764540,0
2023-11-18 08:00:00,36417.15,36479.22,36375.28,36448.01,600.66262,1700297999999,21883116.44525150,29227,301.84047000,10996141.34025750,0
2023-11-18 09:00:00,36448.0,36453.09,36392.0,36397.45,398.07607,1700301599999,14499345.43090060,22193,159.60456000,5813290.37643440,0
2023-11-18 10:00:00,36397.44,36486.48,36397.44,36472.46,601.46574,1700305199999,21917527.53081410,24881,354.42545000,12916946.80705190,0
2023-11-18 11:00:00,36472.46,36538.61,36400.0,36402.8,549.76216,1700308799999,20053594.27145890,29706,248.43420000,9062453.31016580,0
2023-11-18 12:00:00,36402.79,36484.31,36393.44,36449.3,513.24545,1700312399999,18705069.10380380,26631,244.20240000,8898609.71527380,0
2023-11-18 13:00:00,36449.3,36483.13,36347.69,36430.21,887.7206,1700315999999,32327899.78688460,41973,391.19851000,14246544.95513180,0
2023-11-18 14:00:00,36430.21,36568.76,36421.1,36507.03,803.12819,1700319599999,29307346.75876810,36941,447.83113000,16341815.04367800,0
2023-11-18 15:00:00,36507.04,36682.2,36505.14,36664.16,1440.91018,1700323199999,52738306.52534310,50174,755.06676000,27635771.88129150,0
2023-11-18 16:00:00,36664.17,36845.49,36639.96,36674.0,1669.58835,1700326799999,61326939.61543430,61313,823.24550000,30239331.84409360,0
2023-11-18 17:00:00,36674.0,36701.76,36600.1,36620.0,933.50168,1700330399999,34203500.13911480,39514,402.07999000,14731130.96536590,0
2023-11-18 18:00:00,36620.01,36745.5,36611.47,36707.19,583.0753,1700333999999,21373512.11709470,29144,289.66880000,10617175.15516390,0
2023-11-18 19:00:00,36707.18,36768.0,36653.51,36679.1,598.67548,1700337599999,21974467.38315690,31067,277.37390000,10180364.08398050,0
2023-11-18 20:00:00,36679.09,36707.16,36536.08,36598.0,779.88183,1700341199999,28546655.20047820,43054,314.94592000,11526766.07883920,0
2023-11-18 21:00:00,36597.99,36611.78,36524.31,36542.01,581.49791,1700344799999,21265094.72761260,36319,230.42790000,8425965.35163830,0
2023-11-18 22:00:00,36542.01,36556.56,36443.1,36506.0,543.12589,1700348399999,19821336.79152930,27472,245.46068000,8956420.02406600,0
2023-11-18 23:00:00,36506.0,36571.33,36498.34,36568.1,504.0213,1700351999999,18419269.57915190,22127,231.75877000,8469107.66914290,0
2023-11-19 00:00:00,36568.11,36573.44,36456.0,36464.69,538.58367,1700355599999,19675770.27754520,27368,199.66500000,7293257.95531400,0
2023-11-19 01:00:00,36464.69,36491.55,36388.27,36485.44,625.26574,1700359199999,22790201.18193710,33163,294.95215000,10750320.82647410,0
2023-11-19 02:00:00,36485.44,36497.69,36401.1,36453.99,474.19589,1700362799999,17285366.66013250,23980,241.41678000,8799422.44134390,0
2023-11-19 03:00:00,36454.0,36521.12,36422.6,36521.11,478.89198,1700366399999,17463039.17516720,23029,254.02904000,9263431.69317020,0
2023-11-19 04:00:00,36521.11,36534.94,36489.02,36534.93,288.85243,1700369999999,10546099.79629010,17143,133.36551000,4869273.70067560,0
2023-11-19 05:00:00,36534.94,36548.41,36510.95,36510.96,330.6818,1700373599999,12080175.80548390,17676,155.20395000,5669785.48345870,0
2023-11-19 06:00:00,36510.95,36653.06,36500.0,36601.09,755.57793,1700377199999,27649468.70650920,35614,394.22591000,14423607.49924730,0
2023-11-19 07:00:00,36601.09,36669.0,36578.0,36611.5,675.25189,1700380799999,24726080.29260630,28899,377.57192000,13824538.60794990,0
2023-11-19 08:00:00,36611.49,36716.0,36603.03,36615.99,566.75539,1700384399999,20772960.19203710,40987,295.09410000,10815727.31425290,0
2023-11-19 09:00:00,36616.0,36660.36,36578.85,36627.88,393.56454,1700387999999,14412753.09052980,23133,215.43012000,7888898.18706700,0
2023-11-19 10:00:00,36627.87,36632.16,36530.52,36530.53,408.74878,1700391599999,14947329.54208800,23953,178.51037000,6527417.66295520,0
2023-11-19 11:00:00,36530.52,36531.09,36384.02,36453.62,1211.85678,1700395199999,44171817.70693450,44778,556.29759000,20273466.74395130,0
2023-11-19 12:00:00,36453.63,36494.0,36403.09,36492.63,673.79634,1700398799999,24562968.56551370,38520,314.22851000,11455153.91582270,0
2023-11-19 13:00:00,36492.63,36515.5,36461.17,36487.04,506.40884,1700402399999,18478151.11371700,32239,223.14824000,8142086.73001100,0
2023-11-19 14:00:00,36487.04,36487.05,36385.7,36457.99,716.58695,1700405999999,26113475.76241490,30272,300.41092000,10946254.26439800,0
2023-11-19 15:00:00,36457.99,36570.0,36406.53,36568.27,785.03923,1700409599999,28662244.97084510,31650,419.50035000,15313435.54074470,0
2023-11-19 16:00:00,36568.27,36640.0,36511.11,36557.98,682.52814,1700413199999,24962689.19105930,30605,323.76885000,11841111.88695350,0
2023-11-19 17:00:00,36557.98,36603.04,36537.47,36603.04,401.44484,1700416799999,14681103.72898550,21837,200.94728000,7349126.42149010,0
2023-11-19 18:00:00,36603.04,36900.0,36597.49,36835.99,2010.48085,1700420399999,73923561.02739170,59069,1060.64206000,38998521.72362780,0
2023-11-19 19:00:00,36835.99,36986.44,36770.0,36948.97,1577.27033,1700423999999,58157645.01867710,47156,760.37805000,28037458.07056280,0
2023-11-19 20:00:00,36948.97,37027.9,36800.0,36916.8,1576.53374,1700427599999,58192515.10802870,49939,786.55757000,29034859.77292510,0
2023-11-19 21:00:00,36916.81,37084.22,36845.64,36984.46,1174.87068,1700431199999,43430876.74301760,41640,591.41479000,21861811.15784470,0
2023-11-19 22:00:00,36984.47,37033.98,36923.6,36980.29,574.58506,1700434799999,21242798.64686850,26979,277.31669000,10252040.56116360,0
2023-11-19 23:00:00,36980.3,37500.0,36980.29,37359.86,3818.57466,1700438399999,142602747.13337920,112771,2021.17718000,75458860.64493790,0
2023-11-20 00:00:00,37359.85,37382.68,37138.0,37299.34,1487.83312,1700441999999,55432781.87110120,60414,685.34144000,25534298.66621550,0
2023-11-20 01:00:00,37299.34,37358.58,37222.62,37291.45,871.32537,1700445599999,32500098.54360470,37140,403.78786000,15060334.83267360,0
2023-11-20 02:00:00,37291.46,37315.77,37193.28,37303.92,855.26467,1700449199999,31863845.13884940,30438,372.74670000,13886935.65415120,0
2023-11-20 03:00:00,37303.93,37315.77,37038.3,37114.34,1166.17185,1700452799999,43319017.20759150,40741,478.65032000,17774805.91445040,0
2023-11-20 04:00:00,37114.34,37215.23,37078.73,37207.26,542.97103,1700456399999,20167299.27160020,26481,270.25763000,10038359.03763270,0
2023-11-20 05:00:00,37207.27,37215.41,37040.17,37132.88,668.56919,1700459999999,24820536.98811100,32412,274.47553000,10190001.13891430,0
2023-11-20 06:00:00,37132.88,37200.0,37060.4,37182.62,622.22305,1700463599999,23112321.96907060,28334,293.53594000,10903239.51001120,0
2023-11-20 07:00:00,37182.62,37257.08,37096.23,37244.47,679.40791,1700467199999,25259213.31510050,33299,302.32591000,11240876.45894480,0
2023-11-20 08:00:00,37244.47,37251.1,37061.1,37123.95,1162.49437,1700470799999,43183633.90791010,45904,551.72974000,20490604.08906370,0
2023-11-20 09:00:00,37123.94,37249.1,37076.06,37190.15,1187.25138,1700474399999,44118041.22737720,42533,651.47437000,24210489.52636480,0
2023-11-20 10:00:00,37190.16,37375.92,37147.59,37290.0,1140.01089,1700477999999,42454602.21723480,47454,582.30130000,21686959.42607880,0
2023-11-20 11:00:00,37290.0,37420.0,37083.52,37147.5,1711.94964,1700481599999,63773910.24504100,66095,829.15451000,30893249.94740000,0
2023-11-20 12:00:00,37147.51,37158.41,37081.1,37143.1,914.91176,1700485199999,33957010.74236130,41015,485.36706000,18014152.18166240,0
2023-11-20 13:00:00,37143.11,37239.99,37055.5,37093.3,1205.55097,1700488799999,44801968.80391630,55595,573.38852000,21308513.11036000,0
2023-11-20 14:00:00,37093.3,37489.39,36677.0,37411.11,3612.56299,1700492399999,133986856.51588990,130594,1835.05050000,68089510.78508140,0
2023-11-20 15:00:00,37411.11,37493.2,37219.53,37461.61,2724.55322,1700495999999,101788710.51157840,93436,1455.50194000,54386279.32774470,0
2023-11-20 16:00:00,37461.62,37628.0,37233.6,37234.83,2810.62547,1700499599999,105187542.87561420,109898,1395.86699000,52248160.28558240,0
2023-11-20 17:00:00,37234.83,37750.0,36812.13,37576.66,4849.0723,1700503199999,181080640.86988910,167535,2505.94153000,93601903.85319910,0
2023-11-20 18:00:00,37576.65,37690.0,37302.02,37527.26,2382.84133,1700506799999,89391572.84229750,113054,1117.33957000,41916677.57701490,0
2023-11-20 19:00:00,37527.26,37746.0,37450.0,37569.23,1463.56511,1700510399999,55037715.13468300,69736,692.75975000,26054602.69340620,0
2023-11-20 20:00:00,37569.23,37597.62,37412.21,37548.69,1036.14601,1700513999999,38858941.42309540,50960,483.11492000,18117828.26196680,0
2023-11-20 21:00:00,37548.68,37566.0,37271.1,37415.99,1077.34423,1700517599999,40266503.78355950,63001,475.71869000,17777980.93666840,0
2023-11-20 22:00:00,37416.0,37570.72,37346.15,37425.78,948.85312,1700521199999,35548029.79431340,48116,418.58424000,15682569.79938540,0
2023-11-20 23:00:00,37425.78,37605.76,37425.78,37448.78,901.20393,1700524799999,33811847.18668490,50865,456.81156000,17137650.72574560,0
2023-11-21 00:00:00,37448.79,37516.48,37304.72,37394.17,807.25113,1700528399999,30207027.30257980,50548,369.24259000,13816296.10245430,0
2023-11-21 01:00:00,37394.16,37630.6,37350.13,37600.61,931.86557,1700531999999,34929182.18643630,41881,469.84264000,17614932.13515550,0
2023-11-21 02:00:00,37600.61,37649.44,37419.57,37452.34,1203.93489,1700535599999,45180347.88890640,58009,554.57421000,20814100.13972640,0
2023-11-21 03:00:00,37452.33,37555.99,37399.99,37464.86,827.17777,1700539199999,31007986.88993100,37939,389.89085000,14615421.28320330,0
2023-11-21 04:00:00,37464.86,37480.17,37388.0,37389.98,439.33359,1700542799999,16448735.90721560,25200,208.87873000,7820426.56554390,0
2023-11-21 05:00:00,37389.99,37398.81,37316.0,37355.89,676.29647,1700546399999,25266309.67393320,35850,262.14138000,9793010.65205200,0
2023-11-21 06:00:00,37355.9,37411.1,37322.0,37369.98,544.79359,1700549999999,20361908.50873020,25992,281.14857000,10508127.44859260,0
2023-11-21 07:00:00,37369.98,37369.99,37241.25,37279.91,857.67782,1700553599999,31982373.50731910,41181,349.39708000,13028101.25320950,0
2023-11-21 08:00:00,37279.91,37418.0,37270.25,37407.62,635.28673,1700557199999,23721401.85556700,29842,343.80059000,12837345.44500100,0
2023-11-21 09:00:00,37407.63,37407.63,37312.0,37314.01,557.75322,1700560799999,20840338.15002480,28077,221.45349000,8274167.50722180,0
2023-11-21 10:00:00,37314.01,37406.91,37312.28,37345.62,647.08581,1700564399999,24180588.86458150,28003,291.97403000,10909366.33231020,0
2023-11-21 11:00:00,37345.63,37356.87,37150.0,37174.97,1039.60561,1700567999999,38702516.40366390,48582,429.59074000,15991532.25162910,0
2023-11-21 12:00:00,37174.97,37229.97,37112.19,37184.0,1005.12665,1700571599999,37365359.62302700,45854,477.73454000,17760272.06070190,0
2023-11-21 13:00:00,37184.0,37199.93,37000.0,37011.88,1600.1425,1700575199999,59366702.68976130,57456,670.79309000,24885957.74737230,0
2023-11-21 14:00:00,37011.88,37015.93,36450.0,36635.97,4850.9775,1700578799999,178329428.75685930,150708,2127.56845000,78186375.42930340,0
2023-11-21 15:00:00,36635.97,37190.67,36250.0,36975.04,8106.67553,1700582399999,296914557.20528570,246936,4034.64999000,147774190.67962580,0
2023-11-21 16:00:00,36975.03,37267.0,36755.0,37194.8,3048.92805,1700585999999,112797893.22878660,125305,1512.09580000,55948432.61192140,0
2023-11-21 17:00:00,37194.8,37500.0,36580.0,36901.99,4608.72299,1700589599999,171046684.52034400,191067,2275.43409000,84473537.18113900,0
2023-11-21 18:00:00,36901.99,36974.41,36700.0,36883.25,2374.91675,1700593199999,87503473.13739630,121744,1141.30403000,42048612.99848420,0
2023-11-21 19:00:00,36883.25,37115.99,36752.52,36980.0,1514.28001,1700596799999,55981857.06825980,91507,734.65328000,27159698.23840360,0
2023-11-21 20:00:00,36979.99,37170.0,36835.01,36935.9,1773.88187,1700600399999,65627505.06470140,92989,875.90833000,32406777.01122250,0
2023-11-21 21:00:00,36935.89,37023.01,36719.88,36833.92,1570.82351,1700603999999,57928231.71051830,77131,760.93422000,28061855.81540980,0
2023-11-21 22:00:00,36833.91,36890.39,36287.0,36377.58,2930.05245,1700607599999,107111820.36072730,114320,1248.03152000,45642743.46134540,0
2023-11-21 23:00:00,36377.58,36422.44,35735.0,35741.65,5093.95803,1700611199999,183945265.47729880,170774,2340.37844000,84548729.20683110,0
2023-11-22 00:00:00,35741.65,36147.19,35632.01,36108.17,3501.60111,1700614799999,125893594.70408180,110986,1935.52541000,69607595.00048120,0
2023-11-22 01:00:00,36108.16,36193.26,36065.79,36093.02,1755.57524,1700618399999,63422040.73135730,56100,1078.54084000,38962865.45172610,0
2023-11-22 02:00:00,36093.01,36306.71,36035.0,36294.13,1279.62967,1700621999999,46253604.08998010,45846,735.08065000,26576250.39878380,0
2023-11-22 03:00:00,36294.12,36380.0,36260.0,36380.0,1484.80236,1700625599999,53953365.92592840,41801,970.22518000,35259186.92432940,0
2023-11-22 04:00:00,36379.99,36464.1,36325.44,36418.07,1538.14818,1700629199999,55981975.59790460,51672,859.01945000,31264079.60170600,0
2023-11-22 05:00:00,36418.07,36479.84,36339.13,36358.99,1112.46786,1700632799999,40506589.20075800,36875,546.97626000,19916638.18999580,0
2023-11-22 06:00:00,36358.99,36556.0,36358.99,36514.5,1026.35632,1700636399999,37444460.59984180,46207,607.85570000,22175384.92748340,0
2023-11-22 07:00:00,36514.5,36558.87,36436.0,36439.81,993.2667,1700639999999,36257203.83521780,41904,456.34276000,16657794.47176240,0
2023-11-22 08:00:00,36439.8,36562.06,36391.03,36560.22,959.17466,1700643599999,34981085.25877940,48154,433.40482000,15805946.23413590,0
2023-11-22 09:00:00,36560.23,36701.9,36508.19,36690.98,1198.52624,1700647199999,43871686.67726900,51114,695.69418000,25465147.02519550,0
2023-11-22 10:00:00,36690.98,36773.53,36566.81,36664.46,1212.72265,1700650799999,44470609.67883160,54547,582.82361000,21372608.39546990,0
2023-11-22 11:00:00,36664.47,36668.85,36436.64,36463.93,1307.35285,1700654399999,47774242.95297760,56262,612.34347000,22380087.84671480,0
2023-11-22 12:00:00,36463.94,36588.74,36447.17,36557.54,1006.78143,1700657999999,36769504.05260770,46634,478.99571000,17493577.50936490,0
2023-11-22 13:00:00,36557.55,36649.76,36447.21,36595.57,1508.73122,1700661599999,55148710.18865670,63893,767.39618000,28050480.24706100,0
2023-11-22 14:00:00,36595.49,36650.0,36276.06,36397.39,2095.04502,1700665199999,76422048.66595260,73519,889.30996000,32438959.45497360,0
2023-11-22 15:00:00,36397.39,36638.91,36239.2,36481.14,2010.73221,1700668799999,73230393.90022510,94234,991.87725000,36129638.02315750,0
2023-11-22 16:00:00,36481.15,36580.28,36372.58,36469.87,1338.93875,1700672399999,48827741.56591390,70642,706.88774000,25779896.76128990,0
2023-11-22 17:00:00,36469.86,36638.43,36456.42,36586.75,1158.99836,1700675999999,42364244.52227380,60510,596.68083000,21809226.32933420,0
2023-11-22 18:00:00,36586.76,37270.0,36562.57,37197.99,4906.80324,1700679599999,181678392.20309120,149946,2705.35425000,100157298.75371100,0
2023-11-22 19:00:00,37197.99,37431.21,37105.0,37289.98,2692.63846,1700683199999,100388158.66657230,101202,1380.84713000,51487584.83908820,0
2023-11-22 20:00:00,37289.98,37618.0,37214.81,37615.99,2568.51533,1700686799999,96172284.99030930,90551,1391.54315000,52121081.10081260,0
2023-11-22 21:00:00,37615.98,37861.1,37515.33,37607.08,4220.12483,1700690399999,159020908.59660510,122964,2100.93715000,79186935.03000290,0
